"","LS_K2","LS_K4","LS_K5","LS_K7","NL_K1","NL_K3","NL_K6","Normal_410","Normal_N19","Normal_N1","Normal_N20","Normal_N2","Normal_N3"
"ENSG00000288096",0,0,0,2,3,9,12,10,14,4,2,2,16
"ENSG00000207574",0,0,1,0,0,0,0,0,1,0,0,1,0
"ENSG00000178685",920,1712,1131,1206,980,1459,1242,1515,1358,1893,707,1729,1457
"ENSG00000178719",3154,4361,3454,3475,3707,3725,3888,6425,4678,7342,2708,5699,5549
"ENSG00000186583",0,5,8,1,0,2,2,0,1,1,0,1,0
"ENSG00000178814",234,390,276,374,409,1054,610,1087,693,770,359,813,763
"ENSG00000277888",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284200",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179091",1937,2669,2009,2293,4154,4428,3590,4949,4059,5601,2742,5184,3830
"ENSG00000179526",1456,1859,1138,994,1816,1471,1321,1963,1717,2392,1069,2106,2441
"ENSG00000179632",2160,2496,2103,1883,3320,2420,2206,3459,3131,5009,1880,4009,3149
"ENSG00000179698",27,49,31,43,21,106,71,37,51,35,28,50,70
"ENSG00000235173",687,762,832,681,826,797,769,847,980,1083,499,764,694
"ENSG00000227473",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000254307",0,0,0,0,1,0,0,0,0,0,1,0,0
"ENSG00000164941",406,610,730,595,319,738,662,497,755,260,702,545,477
"ENSG00000272509",6,8,10,14,9,10,12,4,11,1,12,10,8
"ENSG00000243979",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164938",1113,1152,1553,1341,514,992,843,670,758,547,1133,644,611
"ENSG00000253528",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175073",271,232,451,369,276,460,462,440,350,438,386,375,391
"ENSG00000201365",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288596",67,89,76,89,36,134,94,37,67,41,114,44,72
"ENSG00000288602",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104205",189,195,181,253,273,401,366,268,412,191,501,286,246
"ENSG00000213005",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178460",0,18,25,17,4,35,18,18,28,5,44,16,32
"ENSG00000254341",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000147364",773,924,776,871,995,1104,996,1156,1175,1207,999,1217,1247
"ENSG00000272293",11,32,17,19,15,7,11,9,8,8,7,11,2
"ENSG00000279852",2,2,1,0,0,0,4,0,2,2,2,0,0
"ENSG00000174417",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250267",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120533",930,1157,1027,1125,912,1373,1100,993,1075,966,1340,1231,975
"ENSG00000254185",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120526",143,208,329,288,131,361,289,279,393,172,235,141,200
"ENSG00000254364",0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000186106",158,178,316,256,278,468,424,446,509,380,427,272,385
"ENSG00000251013",0,0,0,2,0,1,0,0,1,0,0,0,0
"ENSG00000174226",8,9,14,17,4,12,9,11,6,13,9,10,7
"ENSG00000253740",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252764",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284570",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221527",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202001",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242399",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000070756",12732,16152,22642,24539,15171,28325,25483,35574,27162,20663,27897,22864,24778
"ENSG00000253408",3,14,5,11,7,14,5,5,20,14,5,10,12
"ENSG00000240395",5,8,7,5,3,8,8,12,12,6,7,6,5
"ENSG00000230948",0,0,0,0,1,0,0,0,2,0,0,2,0
"ENSG00000253754",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243287",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104412",433,761,599,638,472,1145,844,552,678,245,870,491,396
"ENSG00000253657",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275078",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169427",0,0,15,5,2,3,5,5,0,0,3,2,12
"ENSG00000274064",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259891",51,79,55,93,38,100,109,53,128,95,90,94,55
"ENSG00000104472",490,547,674,740,866,787,1012,1132,1204,1133,883,1231,1191
"ENSG00000104408",4467,6188,5478,7567,6625,9832,8980,10233,8792,6886,9603,8584,7710
"ENSG00000008988",19887,27557,16644,20242,25733,22506,22310,23055,26041,27353,24016,29835,19902
"ENSG00000164733",14387,19263,26332,22574,11822,18079,11572,19318,12910,21129,13960,16628,14353
"ENSG00000253586",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253829",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169499",479,605,970,857,745,1077,1299,1381,1531,1109,1216,1213,1270
"ENSG00000253645",0,0,0,0,0,2,2,0,0,0,0,1,0
"ENSG00000169495",2,2,15,7,0,4,1,1,6,2,8,2,0
"ENSG00000169490",877,1050,1086,963,812,863,890,758,990,850,836,831,579
"ENSG00000207199",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197140",16,58,38,38,5,25,11,9,8,6,16,13,3
"ENSG00000243095",0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000253160",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260838",6,2,4,3,0,1,0,0,0,1,3,0,0
"ENSG00000147601",257,290,421,439,242,632,451,495,510,283,511,438,453
"ENSG00000222488",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272254",0,0,0,0,6,3,2,0,3,0,0,4,0
"ENSG00000253636",14,9,9,21,12,11,23,5,8,11,25,3,0
"ENSG00000137563",629,445,879,1271,724,844,908,1076,1846,1042,893,1097,1091
"ENSG00000104218",137,155,249,206,64,277,254,125,183,77,217,137,80
"ENSG00000083168",861,744,1225,1281,944,1635,1605,2166,1958,1246,1828,1378,1970
"ENSG00000238966",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244235",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000253135",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271938",1,2,0,0,0,3,2,0,0,2,4,3,0
"ENSG00000261449",0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000070718",300,458,464,548,221,530,421,322,341,258,406,235,273
"ENSG00000104368",579,724,1087,843,860,1123,1293,1061,493,912,772,1102,839
"ENSG00000070501",398,676,508,848,506,810,775,468,512,374,615,529,529
"ENSG00000104371",0,2,0,2,1,6,5,6,1,4,1,8,0
"ENSG00000078668",1521,2144,1917,1913,1836,2555,1968,2188,2428,1896,2308,2203,1988
"ENSG00000237586",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183665",248,296,251,305,290,368,289,337,384,328,217,395,315
"ENSG00000170881",741,671,887,1072,845,993,1190,1497,1488,1215,1070,1705,1449
"ENSG00000147687",318,452,342,363,477,695,456,613,620,375,567,503,495
"ENSG00000253106",27,14,45,56,24,58,60,82,71,76,64,53,68
"ENSG00000284087",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000147684",1832,2265,1437,1785,3319,2794,2856,2684,2286,3753,2850,3294,2181
"ENSG00000170873",1092,1349,1644,1883,1494,3461,2437,2532,2086,1540,3003,2107,2919
"ENSG00000263735",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283609",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250428",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000104687",647,888,1619,1556,684,1353,1449,1333,1327,1083,925,1161,1025
"ENSG00000104691",145,197,274,231,89,252,202,100,142,62,166,121,50
"ENSG00000271081",0,0,0,0,0,0,3,0,0,0,0,0,0
"ENSG00000104695",1213,1629,2250,2246,1929,3517,3161,3713,3755,3152,2797,2981,2872
"ENSG00000133863",1,3,17,2,0,1,3,0,0,0,5,0,0
"ENSG00000253204",0,8,1,1,1,6,5,3,5,0,5,0,0
"ENSG00000287095",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000165071",30,64,84,80,56,94,76,141,110,63,93,90,120
"ENSG00000168615",713,578,2033,1689,455,1527,1047,1139,1234,986,1073,953,1347
"ENSG00000185942",28,110,36,55,8,43,17,21,13,11,16,21,7
"ENSG00000105339",250,410,435,434,248,647,701,298,423,386,532,535,616
"ENSG00000203499",360,763,691,1121,780,2058,1480,971,1568,1067,1356,773,1253
"ENSG00000177570",27,92,43,66,63,177,112,154,66,70,120,97,93
"ENSG00000104635",1188,970,2308,1710,601,908,793,788,719,848,904,730,1075
"ENSG00000158806",10,51,9,12,36,65,35,19,44,37,31,51,61
"ENSG00000158815",14,10,12,6,13,33,24,24,22,15,19,11,43
"ENSG00000158863",3263,3665,4085,3437,2428,3806,3430,2186,3287,3431,2228,3219,2996
"ENSG00000275074",593,542,400,413,479,378,261,414,415,577,281,402,387
"ENSG00000168453",5831,4632,3905,5850,13039,9531,10010,8459,12688,12980,6815,9602,8481
"ENSG00000168476",2160,2523,1175,1521,3387,3221,2234,1838,2879,2495,1897,3004,3063
"ENSG00000168481",221,356,138,193,644,546,339,463,900,770,537,665,1167
"ENSG00000168487",8385,7240,13371,7330,810,1664,1327,863,1316,1706,1088,1423,1510
"ENSG00000285881",2,1,0,2,0,1,0,5,2,1,0,0,0
"ENSG00000168490",849,1493,712,1382,2285,2192,4092,2842,3483,1371,1431,2597,1953
"ENSG00000168495",640,575,1107,917,355,572,487,371,469,340,441,356,484
"ENSG00000254064",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000197181",27,28,51,32,19,46,43,22,31,23,54,17,49
"ENSG00000241026",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253415",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254312",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223281",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271930",12,15,11,4,10,7,3,3,3,3,9,7,13
"ENSG00000229625",2,2,0,4,0,2,1,0,3,3,2,1,0
"ENSG00000253180",0,0,0,0,0,0,0,0,2,0,1,0,0
"ENSG00000253562",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253532",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000236583",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237704",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225017",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206699",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207804",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216069",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243254",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235683",0,1,2,0,0,0,1,1,0,1,0,1,0
"ENSG00000253539",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253912",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164919",2764,3358,2148,2409,4179,3428,2986,2654,3210,3458,4052,3793,2396
"ENSG00000287952",0,0,0,2,0,5,2,0,1,1,0,1,0
"ENSG00000176623",667,794,818,985,636,1318,949,993,1022,655,1123,738,906
"ENSG00000250569",1,3,1,2,6,2,2,0,5,1,2,0,0
"ENSG00000254088",2,0,0,0,2,1,2,0,4,0,5,0,0
"ENSG00000085719",1281,1361,1861,2135,1840,2789,2570,3467,2986,2618,2803,2634,2975
"ENSG00000253292",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233915",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254115",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253778",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253568",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205333",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227013",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253881",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284603",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284606",39,31,57,106,31,83,81,99,181,102,184,46,90
"ENSG00000284661",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255459",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000221305",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244427",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254311",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249188",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000253893",1,1,0,1,6,1,2,10,7,15,3,4,0
"ENSG00000268955",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170289",0,0,1,0,0,2,0,0,0,0,2,0,0
"ENSG00000168484",14,29,9,9,37,32,28,21,28,43,22,42,75
"ENSG00000213708",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254021",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253582",3,5,1,16,9,16,22,14,23,2,13,8,13
"ENSG00000253676",6,5,4,8,10,4,5,10,10,10,7,6,11
"ENSG00000251892",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174429",0,0,0,0,0,1,0,1,0,0,1,0,0
"ENSG00000104290",102,134,266,137,119,258,179,181,101,181,247,198,131
"ENSG00000265251",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202411",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000246339",21,40,42,50,10,72,75,7,24,15,123,45,33
"ENSG00000104299",361,375,457,542,413,529,535,561,719,575,411,622,666
"ENSG00000254034",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242958",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273710",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104365",1170,1813,1573,1984,923,2984,2194,1095,2154,1130,2188,1454,1523
"ENSG00000243171",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251003",29,25,9,16,1,1,3,1,0,2,5,2,0
"ENSG00000253420",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254141",3,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000243601",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253526",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000201627",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164830",422,410,1005,981,379,1494,1350,1242,1221,674,916,779,1044
"ENSG00000275905",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287289",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000254146",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287208",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286766",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184489",561,776,508,574,435,525,572,435,467,839,306,747,457
"ENSG00000287325",0,0,0,0,0,0,0,1,0,0,0,3,3
"ENSG00000170786",1332,1376,1281,2115,2924,2507,2982,2617,5355,1881,2073,2714,3161
"ENSG00000175305",34,31,66,54,40,102,89,90,78,39,104,67,81
"ENSG00000176269",0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000180053",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180190",129,248,245,197,146,241,258,214,152,178,240,202,181
"ENSG00000147650",250,134,513,489,90,276,206,237,224,155,296,229,274
"ENSG00000253854",0,0,0,1,0,1,0,0,1,0,0,0,0
"ENSG00000253722",0,0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000279331",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000253848",1,2,0,0,1,0,0,1,3,0,0,2,0
"ENSG00000253931",2,1,2,1,0,12,9,3,0,1,4,6,0
"ENSG00000254338",0,1,2,4,2,8,9,0,0,1,4,11,0
"ENSG00000182759",4,2,1,1,37,60,9,79,21,28,4,20,24
"ENSG00000014164",585,667,468,420,823,848,725,1425,1192,1180,352,1060,1043
"ENSG00000287576",2,0,4,12,2,13,3,8,8,4,12,10,1
"ENSG00000254859",3,22,5,1,2,7,3,7,7,15,1,3,5
"ENSG00000275558",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104518",1670,2231,1286,943,910,979,753,869,737,1694,500,1112,1101
"ENSG00000204839",529,667,476,573,701,911,947,1290,1224,965,377,1120,1144
"ENSG00000255050",2,4,3,5,2,11,11,4,7,6,11,9,10
"ENSG00000147813",1174,1984,1077,1134,1630,1620,1888,2503,2368,1485,802,2592,2720
"ENSG00000279605",29,67,26,54,24,67,57,18,45,89,47,108,87
"ENSG00000254741",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179886",335,354,288,229,490,414,367,731,538,747,290,569,700
"ENSG00000104524",369,436,353,342,309,440,272,372,396,558,160,338,298
"ENSG00000104522",2352,3745,2526,3335,3137,2992,3007,3657,2920,5027,2222,3974,3224
"ENSG00000183309",407,385,800,742,471,699,777,786,810,657,791,573,744
"ENSG00000164953",65,63,117,124,66,156,107,92,112,58,150,73,193
"ENSG00000253382",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155090",2276,1755,3506,3341,2683,3913,2911,4896,3350,3432,2706,3588,4480
"ENSG00000250684",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253669",44,98,80,70,37,62,20,23,55,25,28,42,45
"ENSG00000253385",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253320",97,136,83,71,73,127,74,62,112,83,151,110,78
"ENSG00000253263",0,2,1,0,0,1,0,0,0,0,0,1,0
"ENSG00000244052",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000201216",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215262",0,1,0,1,0,2,1,0,0,1,2,5,0
"ENSG00000254038",0,0,0,0,0,2,1,0,0,0,0,1,0
"ENSG00000253650",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132549",538,558,994,971,357,1092,831,706,657,513,944,660,988
"ENSG00000196378",230,237,165,214,222,326,355,220,351,203,258,273,191
"ENSG00000244307",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161016",42716,51591,27948,36445,80651,45801,50938,88130,63645,97629,42557,81532,65544
"ENSG00000283764",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170619",654,651,672,614,773,688,626,667,720,970,509,735,622
"ENSG00000286681",44,48,56,87,12,112,90,25,85,24,108,41,57
"ENSG00000196150",227,288,290,327,233,432,461,259,412,256,331,217,218
"ENSG00000170631",382,377,349,421,268,481,475,391,522,418,374,465,319
"ENSG00000255164",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254618",0,0,0,0,0,0,0,0,1,1,0,0,1
"ENSG00000255559",2,10,11,6,4,10,12,2,7,1,6,6,14
"ENSG00000255530",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253793",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253579",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179832",949,1333,1003,1162,1095,2067,1736,2147,1836,1841,899,1956,1989
"ENSG00000182197",1311,1477,1749,2478,1035,1868,1455,1532,1671,2124,1513,2241,2182
"ENSG00000236827",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239315",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249316",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280273",3,1,2,2,1,1,5,3,0,7,5,7,0
"ENSG00000104643",305,356,515,405,209,466,360,292,358,336,478,301,306
"ENSG00000246477",0,0,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000177710",1,1,0,2,0,0,0,0,1,0,0,2,0
"ENSG00000154316",1,1,1,0,1,5,6,0,3,3,10,3,0
"ENSG00000255020",0,0,0,0,2,2,2,0,0,2,13,0,0
"ENSG00000184608",3,0,0,3,2,0,2,14,4,2,8,3,3
"ENSG00000242483",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199368",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154319",792,787,588,1082,1060,2129,2508,1824,1629,1661,1058,1852,957
"ENSG00000284957",0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000286985",2,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000254948",0,7,4,2,3,6,1,2,1,11,5,0,2
"ENSG00000287755",0,2,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000287798",0,0,1,0,0,0,0,0,1,2,0,0,0
"ENSG00000205884",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255174",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254507",0,0,0,0,0,1,1,0,0,0,1,0,0
"ENSG00000255016",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254817",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254700",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233050",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252029",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255544",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254923",0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000226430",0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000254866",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283576",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254265",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182372",1080,768,1152,1336,1125,1831,2030,1905,2345,1624,1234,1636,1877
"ENSG00000282021",6,2,0,1,1,6,5,1,0,11,4,7,0
"ENSG00000283239",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283858",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287464",0,0,0,0,0,0,3,1,0,2,0,0,0
"ENSG00000207826",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000104728",9,10,15,8,7,11,11,7,19,8,37,14,13
"ENSG00000285957",3,0,1,0,0,1,0,0,0,0,0,1,0
"ENSG00000253696",0,3,1,2,0,2,3,0,1,1,0,0,0
"ENSG00000176595",867,442,367,521,139,236,155,187,117,220,159,192,190
"ENSG00000270988",0,0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000253805",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000036448",51,149,79,81,96,187,72,200,406,153,135,245,448
"ENSG00000273593",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287970",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000076554",682,885,582,995,1167,1632,1926,1817,1531,1254,1412,1592,1355
"ENSG00000185697",17,19,29,22,12,61,46,14,43,18,34,21,10
"ENSG00000120896",4846,5259,3742,3464,5152,4002,3828,6694,5873,8167,3339,7310,6472
"ENSG00000164756",8,1,3,15,0,1,9,14,5,21,55,0,4
"ENSG00000205883",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206047",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172748",95,112,138,136,31,124,129,100,106,49,140,47,55
"ENSG00000272812",2,1,7,3,0,11,1,0,4,1,6,4,0
"ENSG00000272240",0,4,0,1,0,3,2,2,1,3,0,1,0
"ENSG00000273402",1,11,4,5,4,8,10,3,1,7,9,1,0
"ENSG00000254104",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249868",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182366",1,6,8,5,1,7,9,3,7,5,20,7,7
"ENSG00000177725",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000147647",4,10,11,8,3,3,1,4,1,5,4,0,0
"ENSG00000164935",1,4,8,12,0,0,2,0,0,2,3,0,0
"ENSG00000179577",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279138",5,7,12,7,5,9,11,7,5,2,6,0,5
"ENSG00000208032",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175946",0,18,8,20,11,20,23,12,7,13,9,10,11
"ENSG00000253550",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000091879",194,386,222,322,100,132,156,101,159,85,176,145,159
"ENSG00000288076",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271743",0,7,3,11,4,4,9,7,1,1,3,0,5
"ENSG00000276580",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155189",225,235,457,413,204,391,383,325,365,233,311,249,238
"ENSG00000266038",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283386",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000136574",0,1,2,0,0,0,1,0,0,2,0,0,0
"ENSG00000147316",354,402,544,477,293,539,507,506,480,353,439,441,386
"ENSG00000205293",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253376",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253523",0,0,0,0,0,0,0,0,0,0,0,3,0
"ENSG00000253116",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000242595",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288041",0,0,0,0,0,0,0,0,0,0,0,4,0
"ENSG00000253281",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286578",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169122",188,233,290,314,134,164,124,127,172,219,162,205,143
"ENSG00000252535",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254623",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215339",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227888",2,1,1,1,0,1,0,2,0,0,2,5,12
"ENSG00000254423",0,0,8,14,0,0,18,0,29,0,0,0,59
"ENSG00000255556",0,0,5,4,0,1,8,3,21,0,0,0,58
"ENSG00000242296",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270074",2,6,6,3,0,1,3,1,5,0,0,6,0
"ENSG00000251402",1,0,0,0,1,1,0,0,0,0,0,0,0
"ENSG00000250794",0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000255549",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270154",0,0,0,0,0,0,1,0,0,0,3,0,0
"ENSG00000131203",37,44,68,60,8,21,7,7,5,2,8,15,6
"ENSG00000253939",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253838",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000254287",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253790",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253381",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000132294",750,623,1512,1465,622,1461,1403,1499,1496,1024,1336,1011,1372
"ENSG00000253117",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258417",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000147679",120,170,302,284,212,391,364,333,334,254,354,243,297
"ENSG00000253327",7,3,6,9,10,14,10,22,7,4,9,17,0
"ENSG00000283956",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205002",11,6,33,13,164,197,206,134,72,188,90,163,48
